YEAR,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
2005,Female,Other,20 to 29,San Luis Obispo County,2,0,2,0,2,6,25,0
2005,Female,Other,30 to 39,San Luis Obispo County,0,1,1,0,0,2,3,0
2005,Female,Other,40 to 69,San Luis Obispo County,4,0,0,0,0,4,12,0
2005,Female,White,Under 18,San Luis Obispo County,6,12,1,0,5,24,237,15
2005,Female,White,18 to 19,San Luis Obispo County,4,16,6,0,5,31,208,0
2005,Female,White,20 to 29,San Luis Obispo County,22,31,39,0,19,111,536,0
2005,Female,White,30 to 39,San Luis Obispo County,19,19,34,1,15,88,225,0
2005,Female,White,40 to 69,San Luis Obispo County,18,37,59,1,6,121,448,0
2005,Female,White,70 and over,San Luis Obispo County,0,0,0,0,0,0,12,0
2005,Male,Black,Under 18,San Mateo County,59,60,4,5,22,150,146,16
2005,Male,Black,18 to 19,San Mateo County,20,29,9,0,10,68,58,0
2005,Male,Black,20 to 29,San Mateo County,62,70,60,4,43,239,289,0
2005,Male,Black,30 to 39,San Mateo County,35,48,32,3,24,142,149,0
2005,Male,Black,40 to 69,San Mateo County,40,67,103,5,36,251,325,0
2005,Male,Black,70 and over,San Mateo County,1,1,0,0,2,4,9,0
2005,Male,Hispanic,Under 18,San Mateo County,67,113,16,8,105,309,419,125
2005,Male,Hispanic,18 to 19,San Mateo County,58,71,41,6,34,210,315,0
2005,Male,Hispanic,20 to 29,San Mateo County,208,191,250,11,168,828,1653,0
2005,Male,Hispanic,30 to 39,San Mateo County,103,70,120,6,53,352,822,0
2005,Male,Hispanic,40 to 69,San Mateo County,77,36,57,7,26,203,612,0
2005,Male,Hispanic,70 and over,San Mateo County,0,0,0,0,1,1,3,0
2005,Male,Other,Under 18,San Mateo County,32,35,12,1,24,104,162,15
2005,Male,Other,18 to 19,San Mateo County,21,23,6,1,14,65,96,0
2005,Male,Other,20 to 29,San Mateo County,69,83,77,4,44,277,511,0
2005,Male,Other,30 to 39,San Mateo County,44,42,57,2,18,163,310,0
2005,Male,Other,40 to 69,San Mateo County,48,31,40,1,28,148,300,0
2005,Male,Other,70 and over,San Mateo County,2,0,0,1,1,4,5,0
2005,Male,White,Under 18,San Mateo County,26,85,22,5,41,179,355,34
2005,Male,White,18 to 19,San Mateo County,20,45,23,1,19,108,208,0
2005,Male,White,20 to 29,San Mateo County,81,123,136,6,88,434,931,0
2005,Male,White,30 to 39,San Mateo County,65,70,124,1,49,309,702,0
2005,Male,White,40 to 69,San Mateo County,100,87,178,10,74,449,1282,0
2005,Male,White,70 and over,San Mateo County,5,0,0,0,1,6,32,0
2005,Female,Black,Under 18,San Mateo County,10,8,1,0,4,23,113,14
2005,Female,Black,18 to 19,San Mateo County,2,17,4,1,2,26,23,0
2005,Female,Black,20 to 29,San Mateo County,13,51,14,0,9,87,96,0
2005,Female,Black,30 to 39,San Mateo County,5,20,11,0,5,41,56,0
2005,Female,Black,40 to 69,San Mateo County,6,21,17,0,6,50,96,0
2005,Female,Hispanic,Under 18,San Mateo County,7,28,8,0,17,60,184,36
2005,Female,Hispanic,18 to 19,San Mateo County,3,23,5,0,0,31,41,0
2005,Female,Hispanic,20 to 29,San Mateo County,35,54,40,0,14,143,314,0
2005,Female,Hispanic,30 to 39,San Mateo County,16,29,16,0,8,69,139,0
2005,Female,Hispanic,40 to 69,San Mateo County,9,14,4,0,7,34,76,0
2005,Female,Hispanic,70 and over,San Mateo County,0,1,0,0,0,1,2,0
2005,Female,Other,Under 18,San Mateo County,6,12,3,0,3,24,114,13
2005,Female,Other,18 to 19,San Mateo County,1,9,0,0,1,11,31,0
2005,Female,Other,20 to 29,San Mateo County,21,31,25,0,8,85,146,0
2005,Female,Other,30 to 39,San Mateo County,17,20,9,1,5,52,91,0
2005,Female,Other,40 to 69,San Mateo County,12,18,0,0,5,35,102,0
2005,Female,Other,70 and over,San Mateo County,0,0,0,0,0,0,2,0
2005,Female,White,Under 18,San Mateo County,5,25,5,0,6,41,165,36
2005,Female,White,18 to 19,San Mateo County,6,12,15,0,3,36,86,0
2005,Female,White,20 to 29,San Mateo County,13,52,58,0,15,138,300,0
2005,Female,White,30 to 39,San Mateo County,20,43,65,1,9,138,211,0
2005,Female,White,40 to 69,San Mateo County,28,43,58,0,16,145,400,0
2005,Female,White,70 and over,San Mateo County,1,1,0,0,0,2,15,0
2005,Male,Black,Under 18,Santa Barbara County,0,7,1,1,8,17,53,15
2005,Male,Black,18 to 19,Santa Barbara County,2,7,6,0,7,22,79,0
2005,Male,Black,20 to 29,Santa Barbara County,26,19,28,1,10,84,324,0
2005,Male,Black,30 to 39,Santa Barbara County,25,8,15,0,8,56,154,0
2005,Male,Black,40 to 69,Santa Barbara County,18,12,14,3,8,55,341,0
2005,Male,Black,70 and over,Santa Barbara County,1,0,0,0,0,1,4,0
2005,Male,Hispanic,Under 18,Santa Barbara County,73,146,27,18,111,375,802,293
2005,Male,Hispanic,18 to 19,Santa Barbara County,57,56,61,8,57,239,778,0
2005,Male,Hispanic,20 to 29,Santa Barbara County,248,182,293,12,178,913,2677,0
2005,Male,Hispanic,30 to 39,Santa Barbara County,126,57,142,10,75,410,1314,0
2005,Male,Hispanic,40 to 69,Santa Barbara County,79,49,83,5,37,253,1369,0
2005,Male,Hispanic,70 and over,Santa Barbara County,1,1,0,0,1,3,19,0
2005,Male,Other,Under 18,Santa Barbara County,1,2,1,0,1,5,31,13
2005,Male,Other,18 to 19,Santa Barbara County,0,3,4,1,4,12,110,0
2005,Male,Other,20 to 29,Santa Barbara County,11,3,7,0,8,29,318,0
2005,Male,Other,30 to 39,Santa Barbara County,8,3,5,0,1,17,76,0
2005,Male,Other,40 to 69,Santa Barbara County,4,0,1,1,4,10,134,0
2005,Male,White,Under 18,Santa Barbara County,23,77,16,2,36,154,654,171
2005,Male,White,18 to 19,Santa Barbara County,20,53,27,1,34,135,1556,0
2005,Male,White,20 to 29,Santa Barbara County,92,97,98,7,71,365,3578,0
2005,Male,White,30 to 39,Santa Barbara County,79,74,102,2,65,322,1311,0
2005,Male,White,40 to 69,Santa Barbara County,107,79,103,8,62,359,4593,0
2005,Male,White,70 and over,Santa Barbara County,3,0,0,1,1,5,43,0
2005,Female,Black,Under 18,Santa Barbara County,2,3,0,0,7,12,26,10
2005,Female,Black,18 to 19,Santa Barbara County,0,2,0,0,1,3,18,0
2005,Female,Black,20 to 29,Santa Barbara County,3,7,8,0,2,20,62,0
2005,Female,Black,30 to 39,Santa Barbara County,1,2,2,0,4,9,33,0
2005,Female,Black,40 to 69,Santa Barbara County,8,3,1,0,2,14,40,0
2005,Female,Hispanic,Under 18,Santa Barbara County,22,44,6,4,21,97,300,120
2005,Female,Hispanic,18 to 19,Santa Barbara County,10,16,11,0,2,39,137,0
2005,Female,Hispanic,20 to 29,Santa Barbara County,33,50,46,0,22,151,440,0
2005,Female,Hispanic,30 to 39,Santa Barbara County,17,28,20,0,10,75,225,0
2005,Female,Hispanic,40 to 69,Santa Barbara County,9,13,18,0,11,51,193,0
2005,Female,Hispanic,70 and over,Santa Barbara County,0,0,0,0,0,0,0,0
2005,Female,Other,Under 18,Santa Barbara County,1,4,1,0,0,6,13,4
2005,Female,Other,18 to 19,Santa Barbara County,1,1,1,0,0,3,45,0
2005,Female,Other,20 to 29,Santa Barbara County,4,7,2,0,1,14,103,0
2005,Female,Other,30 to 39,Santa Barbara County,3,1,0,0,1,5,10,0
2005,Female,Other,40 to 69,Santa Barbara County,1,3,6,0,1,11,29,0
2005,Female,Other,70 and over,Santa Barbara County,0,2,0,0,0,2,0,0
2005,Female,White,Under 18,Santa Barbara County,3,19,3,0,14,39,291,86
2005,Female,White,18 to 19,Santa Barbara County,5,11,5,0,6,27,570,0
2005,Female,White,20 to 29,Santa Barbara County,32,41,41,0,20,134,1042,0
2005,Female,White,30 to 39,Santa Barbara County,20,23,47,0,19,109,474,0
2005,Female,White,40 to 69,Santa Barbara County,42,43,42,0,12,139,854,0
2005,Female,White,70 and over,Santa Barbara County,1,0,0,0,0,1,9,0
2005,Male,Black,Under 18,Santa Clara County,76,86,21,14,32,229,576,27
2005,Male,Black,18 to 19,Santa Clara County,41,43,34,2,24,144,220,0
2005,Male,Black,20 to 29,Santa Clara County,143,126,145,20,89,523,951,0
2005,Male,Black,30 to 39,Santa Clara County,101,73,99,10,28,311,523,0
2005,Male,Black,40 to 69,Santa Clara County,134,75,159,23,73,464,856,0
2005,Male,Black,70 and over,Santa Clara County,0,0,0,0,0,0,2,0
2005,Male,Hispanic,Under 18,Santa Clara County,305,480,111,67,387,1350,2997,584
2005,Male,Hispanic,18 to 19,Santa Clara County,198,241,189,15,170,813,1176,0
2005,Male,Hispanic,20 to 29,Santa Clara County,892,738,1032,62,663,3387,6311,0
2005,Male,Hispanic,30 to 39,Santa Clara County,459,357,614,43,301,1774,3236,0
2005,Male,Hispanic,40 to 69,Santa Clara County,294,205,383,70,232,1184,2766,0
2005,Male,Hispanic,70 and over,Santa Clara County,2,1,1,1,2,7,34,0
2005,Male,Other,Under 18,Santa Clara County,91,118,25,17,66,317,790,130
2005,Male,Other,18 to 19,Santa Clara County,23,39,43,5,27,137,307,0
2005,Male,Other,20 to 29,Santa Clara County,129,147,166,17,106,565,1192,0
2005,Male,Other,30 to 39,Santa Clara County,142,93,121,16,71,443,752,0
2005,Male,Other,40 to 69,Santa Clara County,179,61,76,11,43,370,771,0
2005,Male,Other,70 and over,Santa Clara County,3,0,0,2,0,5,16,0
2005,Male,White,Under 18,Santa Clara County,114,186,57,21,80,458,1349,125
2005,Male,White,18 to 19,Santa Clara County,44,80,57,5,50,236,644,0
2005,Male,White,20 to 29,Santa Clara County,224,278,374,16,192,1084,2497,0
2005,Male,White,30 to 39,Santa Clara County,220,201,366,14,140,941,1516,0
2005,Male,White,40 to 69,Santa Clara County,357,226,519,68,234,1404,3089,0
2005,Male,White,70 and over,Santa Clara County,7,1,1,4,1,14,49,0
2005,Female,Black,Under 18,Santa Clara County,9,17,0,1,8,35,201,11
2005,Female,Black,18 to 19,Santa Clara County,9,14,6,0,4,33,65,0
2005,Female,Black,20 to 29,Santa Clara County,38,63,41,0,24,166,260,0
2005,Female,Black,30 to 39,Santa Clara County,22,42,30,0,10,104,126,0
2005,Female,Black,40 to 69,Santa Clara County,21,33,32,0,15,101,170,0
2005,Female,Hispanic,Under 18,Santa Clara County,76,110,31,11,31,259,1067,378
2005,Female,Hispanic,18 to 19,Santa Clara County,10,55,16,0,16,97,239,0
2005,Female,Hispanic,20 to 29,Santa Clara County,150,264,183,1,106,704,1094,0
2005,Female,Hispanic,30 to 39,Santa Clara County,91,148,143,2,77,461,684,0
2005,Female,Hispanic,40 to 69,Santa Clara County,45,81,112,1,40,279,489,0
2005,Female,Hispanic,70 and over,Santa Clara County,1,0,0,0,0,1,1,0
2005,Female,Other,Under 18,Santa Clara County,12,35,3,5,8,63,259,54
2005,Female,Other,18 to 19,Santa Clara County,6,16,8,0,1,31,78,0
2005,Female,Other,20 to 29,Santa Clara County,34,69,37,0,20,160,336,0
2005,Female,Other,30 to 39,Santa Clara County,42,43,20,2,17,124,242,0
2005,Female,Other,40 to 69,Santa Clara County,31,39,10,5,11,96,220,0
2005,Female,Other,70 and over,Santa Clara County,1,0,0,0,0,1,5,0
2005,Female,White,Under 18,Santa Clara County,25,69,23,7,23,147,508,88
2005,Female,White,18 to 19,Santa Clara County,9,37,33,1,8,88,210,0
2005,Female,White,20 to 29,Santa Clara County,74,147,161,1,51,434,823,0
2005,Female,White,30 to 39,Santa Clara County,61,85,173,1,43,363,590,0
2005,Female,White,40 to 69,Santa Clara County,83,106,192,0,69,450,960,0
2005,Female,White,70 and over,Santa Clara County,5,0,0,0,1,6,16,0
2005,Male,Black,Under 18,Santa Cruz County,3,1,0,0,4,8,24,1
2005,Male,Black,18 to 19,Santa Cruz County,3,1,2,0,1,7,18,0
2005,Male,Black,20 to 29,Santa Cruz County,14,9,19,1,11,54,72,0
2005,Male,Black,30 to 39,Santa Cruz County,8,7,7,4,4,30,60,0
2005,Male,Black,40 to 69,Santa Cruz County,11,9,8,0,5,33,65,0
2005,Male,Black,70 and over,Santa Cruz County,0,0,1,0,0,1,0,0
2005,Male,Hispanic,Under 18,Santa Cruz County,56,28,18,3,59,164,294,4
2005,Male,Hispanic,18 to 19,Santa Cruz County,19,36,39,1,35,130,230,0
2005,Male,Hispanic,20 to 29,Santa Cruz County,109,106,152,8,69,444,913,0
2005,Male,Hispanic,30 to 39,Santa Cruz County,57,36,60,8,22,183,470,0
2005,Male,Hispanic,40 to 69,Santa Cruz County,36,16,27,8,12,99,424,0
2005,Male,Hispanic,70 and over,Santa Cruz County,0,0,0,0,0,0,1,0
2005,Male,Other,Under 18,Santa Cruz County,3,5,0,0,2,10,24,1
2005,Male,Other,18 to 19,Santa Cruz County,1,3,0,0,2,6,25,0
2005,Male,Other,20 to 29,Santa Cruz County,5,8,5,0,3,21,67,0
2005,Male,Other,30 to 39,Santa Cruz County,5,1,1,3,2,12,28,0
2005,Male,Other,40 to 69,Santa Cruz County,7,5,3,0,1,16,39,0
2005,Male,Other,70 and over,Santa Cruz County,1,0,0,0,0,1,0,0
2005,Male,White,Under 18,Santa Cruz County,17,62,14,4,41,138,438,12
2005,Male,White,18 to 19,Santa Cruz County,13,40,30,0,17,100,381,0
2005,Male,White,20 to 29,Santa Cruz County,76,111,137,7,61,392,1122,0
2005,Male,White,30 to 39,Santa Cruz County,56,87,128,11,43,325,841,0
2005,Male,White,40 to 69,Santa Cruz County,121,77,158,18,45,419,1399,0
2005,Male,White,70 and over,Santa Cruz County,0,0,1,0,0,1,8,0
2005,Female,Black,Under 18,Santa Cruz County,1,3,0,0,0,4,15,0
2005,Female,Black,18 to 19,Santa Cruz County,0,1,0,0,0,1,2,0
2005,Female,Black,20 to 29,Santa Cruz County,0,4,5,0,0,9,13,0
2005,Female,Black,30 to 39,Santa Cruz County,0,4,1,0,0,5,8,0
2005,Female,Black,40 to 69,Santa Cruz County,0,0,1,0,0,1,7,0
2005,Female,Hispanic,Under 18,Santa Cruz County,4,12,3,0,6,25,115,2
2005,Female,Hispanic,18 to 19,Santa Cruz County,3,7,1,0,2,13,39,0
2005,Female,Hispanic,20 to 29,Santa Cruz County,14,28,29,0,5,76,125,0
2005,Female,Hispanic,30 to 39,Santa Cruz County,8,19,8,1,1,37,63,0
2005,Female,Hispanic,40 to 69,Santa Cruz County,3,6,8,0,3,20,43,0
2005,Female,Other,Under 18,Santa Cruz County,0,0,2,0,0,2,17,0
2005,Female,Other,18 to 19,Santa Cruz County,2,0,0,0,0,2,14,0
2005,Female,Other,20 to 29,Santa Cruz County,2,4,3,0,1,10,19,0
2005,Female,Other,30 to 39,Santa Cruz County,2,1,2,0,0,5,7,0
2005,Female,Other,40 to 69,Santa Cruz County,1,1,2,0,1,5,8,0
2005,Female,White,Under 18,Santa Cruz County,13,18,5,0,10,46,238,3
2005,Female,White,18 to 19,Santa Cruz County,3,13,17,0,4,37,140,0
2005,Female,White,20 to 29,Santa Cruz County,26,35,67,1,11,140,379,0
2005,Female,White,30 to 39,Santa Cruz County,20,30,32,0,6,88,239,0
2005,Female,White,40 to 69,Santa Cruz County,21,21,47,0,14,103,366,0
2005,Female,White,70 and over,Santa Cruz County,0,0,0,0,2,2,2,0
2005,Male,Black,Under 18,Shasta County,2,7,2,0,2,13,21,11
2005,Male,Black,18 to 19,Shasta County,0,1,2,0,3,6,4,0
2005,Male,Black,20 to 29,Shasta County,8,5,5,1,6,25,35,0
2005,Male,Black,30 to 39,Shasta County,8,2,6,1,9,26,23,0
2005,Male,Black,40 to 69,Shasta County,5,2,7,0,1,15,58,0
2005,Male,Hispanic,Under 18,Shasta County,3,4,2,1,8,18,34,16
2005,Male,Hispanic,18 to 19,Shasta County,4,2,2,0,2,10,15,0
2005,Male,Hispanic,20 to 29,Shasta County,11,6,11,3,15,46,110,0
2005,Male,Hispanic,30 to 39,Shasta County,6,4,6,0,4,20,54,0
2005,Male,Hispanic,40 to 69,Shasta County,1,1,7,1,3,13,52,0
2005,Male,Hispanic,70 and over,Shasta County,0,0,0,0,0,0,1,0
2005,Male,Other,Under 18,Shasta County,5,10,0,1,5,21,29,11
2005,Male,Other,18 to 19,Shasta County,2,1,1,0,1,5,17,0
2005,Male,Other,20 to 29,Shasta County,15,7,3,0,16,41,86,0
2005,Male,Other,30 to 39,Shasta County,5,11,3,0,6,25,40,0
2005,Male,Other,40 to 69,Shasta County,1,1,6,1,5,14,60,0
2005,Male,White,Under 18,Shasta County,48,117,17,11,43,236,426,172
2005,Male,White,18 to 19,Shasta County,24,45,16,0,31,116,236,0
2005,Male,White,20 to 29,Shasta County,96,127,104,5,129,461,1054,0
2005,Male,White,30 to 39,Shasta County,77,87,93,9,77,343,728,0
2005,Male,White,40 to 69,Shasta County,77,74,78,26,86,341,1251,0
2005,Male,White,70 and over,Shasta County,1,0,0,0,2,3,17,0
2005,Female,Black,Under 18,Shasta County,1,0,0,0,1,2,16,8
2005,Female,Black,18 to 19,Shasta County,0,1,1,0,0,2,1,0
2005,Female,Black,20 to 29,Shasta County,0,1,5,0,1,7,15,0
2005,Female,Black,30 to 39,Shasta County,0,2,0,0,1,3,4,0
2005,Female,Black,40 to 69,Shasta County,0,3,5,0,1,9,5,0
2005,Female,Hispanic,Under 18,Shasta County,2,5,0,0,2,9,17,15
2005,Female,Hispanic,18 to 19,Shasta County,0,2,3,0,1,6,7,0
2005,Female,Hispanic,20 to 29,Shasta County,3,2,3,0,3,11,25,0
2005,Female,Hispanic,30 to 39,Shasta County,1,0,0,0,0,1,11,0
2005,Female,Hispanic,40 to 69,Shasta County,0,2,0,0,0,2,6,0
2005,Female,Other,Under 18,Shasta County,1,7,0,0,1,9,19,5
2005,Female,Other,18 to 19,Shasta County,0,0,0,0,1,1,4,0
2005,Female,Other,20 to 29,Shasta County,1,6,3,0,2,12,33,0
2005,Female,Other,30 to 39,Shasta County,2,3,1,0,3,9,25,0
2005,Female,Other,40 to 69,Shasta County,1,1,1,0,0,3,22,0
2005,Female,White,Under 18,Shasta County,13,42,13,0,10,78,239,182
2005,Female,White,18 to 19,Shasta County,9,11,9,0,2,31,103,0
2005,Female,White,20 to 29,Shasta County,38,47,54,1,53,193,385,0
2005,Female,White,30 to 39,Shasta County,30,51,33,0,32,146,368,0
2005,Female,White,40 to 69,Shasta County,29,40,43,0,35,147,375,0
2005,Female,White,70 and over,Shasta County,0,0,0,0,0,0,2,0
2005,Male,Black,40 to 69,Sierra County,0,1,0,0,0,1,0,0
2005,Male,Hispanic,18 to 19,Sierra County,0,0,0,0,2,2,0,0
2005,Male,Hispanic,20 to 29,Sierra County,0,0,1,0,0,1,3,0
2005,Male,Hispanic,30 to 39,Sierra County,1,0,0,0,0,1,0,0
2005,Male,Hispanic,40 to 69,Sierra County,0,0,0,1,0,1,4,0
2005,Male,Other,20 to 29,Sierra County,0,1,0,0,0,1,0,0
2005,Male,Other,30 to 39,Sierra County,0,0,0,0,0,0,2,0
2005,Male,Other,40 to 69,Sierra County,0,0,0,0,0,0,1,0
2005,Male,White,Under 18,Sierra County,0,1,0,1,0,2,1,0
2005,Male,White,18 to 19,Sierra County,0,2,1,0,0,3,0,0
2005,Male,White,20 to 29,Sierra County,2,0,1,0,5,8,21,0
2005,Male,White,30 to 39,Sierra County,2,2,1,0,3,8,27,0
2005,Male,White,40 to 69,Sierra County,4,1,3,0,6,14,58,0
2005,Male,White,70 and over,Sierra County,0,1,0,0,0,1,2,0
2005,Female,Hispanic,18 to 19,Sierra County,1,0,0,0,0,1,0,0
2005,Female,White,20 to 29,Sierra County,0,0,2,0,0,2,8,0
2005,Female,White,30 to 39,Sierra County,2,0,1,0,1,4,7,0
2005,Female,White,40 to 69,Sierra County,1,1,3,0,0,5,6,0
2005,Female,White,70 and over,Sierra County,0,0,0,0,0,0,1,0
2005,Male,Black,Under 18,Siskiyou County,0,1,0,0,0,1,9,0
2005,Male,Black,18 to 19,Siskiyou County,0,0,0,0,0,0,1,0
2005,Male,Black,20 to 29,Siskiyou County,2,0,1,0,4,7,15,0
2005,Male,Black,30 to 39,Siskiyou County,4,0,0,1,0,5,3,0
2005,Male,Black,40 to 69,Siskiyou County,3,3,1,0,0,7,17,0
2005,Male,Hispanic,Under 18,Siskiyou County,1,4,1,0,1,7,7,0
2005,Male,Hispanic,18 to 19,Siskiyou County,0,0,1,0,1,2,7,0
2005,Male,Hispanic,20 to 29,Siskiyou County,2,4,7,1,7,21,28,0
2005,Male,Hispanic,30 to 39,Siskiyou County,3,4,4,1,3,15,20,0
2005,Male,Hispanic,40 to 69,Siskiyou County,2,0,1,0,0,3,20,0
2005,Male,Other,Under 18,Siskiyou County,1,1,0,0,3,5,10,0
2005,Male,Other,18 to 19,Siskiyou County,1,0,1,0,0,2,18,0
2005,Male,Other,20 to 29,Siskiyou County,4,2,9,0,1,16,30,0
2005,Male,Other,30 to 39,Siskiyou County,5,1,2,0,2,10,13,0
2005,Male,Other,40 to 69,Siskiyou County,3,0,3,0,4,10,19,0
2005,Male,Other,70 and over,Siskiyou County,0,0,0,0,0,0,1,0
2005,Male,White,Under 18,Siskiyou County,13,16,5,2,13,49,134,2
2005,Male,White,18 to 19,Siskiyou County,4,5,5,0,6,20,66,0
2005,Male,White,20 to 29,Siskiyou County,34,35,32,6,40,147,272,0
2005,Male,White,30 to 39,Siskiyou County,28,28,31,1,34,122,212,0
2005,Male,White,40 to 69,Siskiyou County,52,16,37,6,38,149,489,0
2005,Male,White,70 and over,Siskiyou County,0,1,0,1,2,4,9,0
2005,Female,Black,Under 18,Siskiyou County,0,0,0,0,0,0,2,0
2005,Female,Black,20 to 29,Siskiyou County,0,0,0,0,0,0,2,0
2005,Female,Black,30 to 39,Siskiyou County,0,0,0,0,1,1,0,0
2005,Female,Black,40 to 69,Siskiyou County,0,0,0,0,0,0,2,0
2005,Female,Hispanic,Under 18,Siskiyou County,0,0,0,0,0,0,2,0
2005,Female,Hispanic,18 to 19,Siskiyou County,0,0,0,0,0,0,1,0
2005,Female,Hispanic,20 to 29,Siskiyou County,0,2,1,0,1,4,3,0
2005,Female,Hispanic,30 to 39,Siskiyou County,0,0,0,0,0,0,2,0
2005,Female,Hispanic,40 to 69,Siskiyou County,0,0,0,0,0,0,2,0
2005,Female,Hispanic,70 and over,Siskiyou County,0,0,0,0,0,0,1,0
2005,Female,Other,Under 18,Siskiyou County,0,1,0,0,0,1,5,1
2005,Female,Other,20 to 29,Siskiyou County,3,0,0,0,0,3,9,0
2005,Female,Other,30 to 39,Siskiyou County,2,1,1,0,2,6,7,0
2005,Female,Other,40 to 69,Siskiyou County,0,0,0,0,0,0,15,0
2005,Female,White,Under 18,Siskiyou County,0,13,2,0,1,16,40,3
2005,Female,White,18 to 19,Siskiyou County,0,2,3,0,1,6,21,0
2005,Female,White,20 to 29,Siskiyou County,12,11,14,0,10,47,93,0
2005,Female,White,30 to 39,Siskiyou County,6,6,7,0,8,27,75,0
2005,Female,White,40 to 69,Siskiyou County,12,6,9,0,8,35,136,0
2005,Female,White,70 and over,Siskiyou County,0,0,0,0,0,0,1,0
2005,Male,Black,Under 18,Solano County,141,190,30,7,29,397,633,69
2005,Male,Black,18 to 19,Solano County,45,60,34,1,32,172,152,0
2005,Male,Black,20 to 29,Solano County,115,133,135,9,98,490,520,0
2005,Male,Black,30 to 39,Solano County,91,58,80,5,53,287,314,0
2005,Male,Black,40 to 69,Solano County,98,61,111,12,55,337,477,0
2005,Male,Black,70 and over,Solano County,1,0,0,0,0,1,5,0
2005,Male,Hispanic,Under 18,Solano County,40,82,19,3,41,185,499,42
2005,Male,Hispanic,18 to 19,Solano County,25,37,22,1,22,107,120,0
2005,Male,Hispanic,20 to 29,Solano County,98,92,114,4,74,382,737,0
2005,Male,Hispanic,30 to 39,Solano County,59,44,68,7,29,207,411,0
2005,Male,Hispanic,40 to 69,Solano County,39,9,39,7,20,114,276,0
2005,Male,Hispanic,70 and over,Solano County,0,0,0,0,0,0,3,0
2005,Male,Other,Under 18,Solano County,13,23,7,0,14,57,101,15
2005,Male,Other,18 to 19,Solano County,7,15,4,0,5,31,38,0
2005,Male,Other,20 to 29,Solano County,17,31,32,0,22,102,145,0
2005,Male,Other,30 to 39,Solano County,24,10,20,3,4,61,75,0
2005,Male,Other,40 to 69,Solano County,19,11,17,1,10,58,108,0
2005,Male,Other,70 and over,Solano County,0,0,0,0,0,0,1,0
2005,Male,White,Under 18,Solano County,49,131,24,3,44,251,659,82
2005,Male,White,18 to 19,Solano County,30,42,32,1,31,136,255,0
2005,Male,White,20 to 29,Solano County,95,146,129,12,115,497,771,0
2005,Male,White,30 to 39,Solano County,100,89,122,2,62,375,503,0
2005,Male,White,40 to 69,Solano County,124,82,170,18,75,469,863,0
2005,Male,White,70 and over,Solano County,0,0,0,1,0,1,18,0
2005,Female,Black,Under 18,Solano County,38,45,3,1,10,97,334,20
2005,Female,Black,18 to 19,Solano County,8,17,8,0,6,39,61,0
2005,Female,Black,20 to 29,Solano County,27,76,18,0,18,139,142,0
2005,Female,Black,30 to 39,Solano County,23,38,24,0,17,102,113,0
2005,Female,Black,40 to 69,Solano County,11,34,23,0,16,84,156,0
2005,Female,Black,70 and over,Solano County,0,0,0,0,0,0,1,0
2005,Female,Hispanic,Under 18,Solano County,2,15,4,0,9,30,162,9
2005,Female,Hispanic,18 to 19,Solano County,4,2,3,0,1,10,25,0
2005,Female,Hispanic,20 to 29,Solano County,16,26,12,0,9,63,79,0
2005,Female,Hispanic,30 to 39,Solano County,15,17,11,0,8,51,51,0
2005,Female,Hispanic,40 to 69,Solano County,6,5,6,0,2,19,44,0
2005,Female,Hispanic,70 and over,Solano County,0,0,0,0,0,0,1,0
2005,Female,Other,Under 18,Solano County,6,2,4,0,5,17,43,7
2005,Female,Other,18 to 19,Solano County,0,1,2,0,1,4,10,0
2005,Female,Other,20 to 29,Solano County,5,16,5,0,2,28,53,0
2005,Female,Other,30 to 39,Solano County,6,4,1,0,1,12,28,0
2005,Female,Other,40 to 69,Solano County,3,7,6,0,3,19,23,0
2005,Female,Other,70 and over,Solano County,0,0,0,0,0,0,1,0
2005,Female,White,Under 18,Solano County,9,26,8,0,6,49,303,41
2005,Female,White,18 to 19,Solano County,8,12,14,0,9,43,84,0
2005,Female,White,20 to 29,Solano County,26,62,62,0,27,177,249,0
2005,Female,White,30 to 39,Solano County,24,44,61,1,21,151,252,0
2005,Female,White,40 to 69,Solano County,40,44,75,0,17,176,282,0
2005,Female,White,70 and over,Solano County,1,0,0,0,0,1,5,0
2005,Male,Black,Under 18,Sonoma County,11,10,2,2,7,32,54,2
2005,Male,Black,18 to 19,Sonoma County,11,7,2,0,10,30,52,0
2005,Male,Black,20 to 29,Sonoma County,46,17,22,1,17,103,167,0
2005,Male,Black,30 to 39,Sonoma County,36,13,34,2,11,96,116,0
2005,Male,Black,40 to 69,Sonoma County,25,25,41,4,13,108,185,0
2005,Male,Black,70 and over,Sonoma County,0,0,0,0,0,0,0,0
2005,Male,Hispanic,Under 18,Sonoma County,43,67,19,5,89,223,491,27
2005,Male,Hispanic,18 to 19,Sonoma County,36,35,50,3,41,165,335,0
2005,Male,Hispanic,20 to 29,Sonoma County,181,114,194,8,129,626,1515,0
2005,Male,Hispanic,30 to 39,Sonoma County,94,43,88,8,38,271,697,0
2005,Male,Hispanic,40 to 69,Sonoma County,38,31,49,4,22,144,497,0
2005,Male,Hispanic,70 and over,Sonoma County,1,0,0,1,0,2,5,0
2005,Male,Other,Under 18,Sonoma County,12,7,2,1,4,26,68,1
